model,condition,bodyuse,pair_id,D__sr=alt_reactive|do=reactive_first|bo=alt_first,D__sr=alt_reactive|do=reactive_first|bo=dep_first,D__sr=alt_reactive|do=reactive_first|bo=na,D__sr=alt_reactive|do=stable_first|bo=alt_first,D__sr=alt_reactive|do=stable_first|bo=dep_first,D__sr=alt_reactive|do=stable_first|bo=na,D__sr=dep_reactive|do=reactive_first|bo=alt_first,D__sr=dep_reactive|do=reactive_first|bo=dep_first,D__sr=dep_reactive|do=reactive_first|bo=na,D__sr=dep_reactive|do=stable_first|bo=alt_first,D__sr=dep_reactive|do=stable_first|bo=dep_first,D__sr=dep_reactive|do=stable_first|bo=na,LD_stateform__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=na,LD_stateform__sr=alt_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=na,LD_stateform__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=na,LD_stateform__sr=dep_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=na,logit_control__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_control__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_control__sr=alt_reactive|do=reactive_first|bo=na,logit_control__sr=alt_reactive|do=stable_first|bo=alt_first,logit_control__sr=alt_reactive|do=stable_first|bo=dep_first,logit_control__sr=alt_reactive|do=stable_first|bo=na,logit_control__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_control__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_control__sr=dep_reactive|do=reactive_first|bo=na,logit_control__sr=dep_reactive|do=stable_first|bo=alt_first,logit_control__sr=dep_reactive|do=stable_first|bo=dep_first,logit_control__sr=dep_reactive|do=stable_first|bo=na,logit_target__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_target__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_target__sr=alt_reactive|do=reactive_first|bo=na,logit_target__sr=alt_reactive|do=stable_first|bo=alt_first,logit_target__sr=alt_reactive|do=stable_first|bo=dep_first,logit_target__sr=alt_reactive|do=stable_first|bo=na,logit_target__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_target__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_target__sr=dep_reactive|do=reactive_first|bo=na,logit_target__sr=dep_reactive|do=stable_first|bo=alt_first,logit_target__sr=dep_reactive|do=stable_first|bo=dep_first,logit_target__sr=dep_reactive|do=stable_first|bo=na
llama3.2-1b,subscribe,both,pair_01,0.96875,-0.390625,,1.109375,0.21875,,2.40625,1.5,,2.75,0.625,,-0.96875,0.390625,,-1.109375,-0.21875,,2.40625,1.5,,2.75,0.625,,26.0625,25.5,,26.171875,25.625,,23.5,23.703125,,23.4375,24.734375,,25.09375,25.890625,,25.0625,25.40625,,25.90625,25.203125,,26.1875,25.359375,
llama3.2-1b,subscribe,both,pair_02,-1.4375,-0.421875,,-0.453125,0.578125,,1.140625,2.421875,,0.375,0.84375,,1.4375,0.421875,,0.453125,-0.578125,,1.140625,2.421875,,0.375,0.84375,,24.546875,25.359375,,25.328125,25.796875,,24.0,22.875,,24.328125,24.03125,,25.984375,25.78125,,25.78125,25.21875,,25.140625,25.296875,,24.703125,24.875,
llama3.2-1b,subscribe,both,pair_03,-1.171875,-0.859375,,-0.140625,-0.546875,,1.921875,1.90625,,1.125,1.0625,,1.171875,0.859375,,0.140625,0.546875,,1.921875,1.90625,,1.125,1.0625,,23.546875,24.078125,,24.578125,24.375,,23.53125,23.46875,,24.21875,24.3125,,24.71875,24.9375,,24.71875,24.921875,,25.453125,25.375,,25.34375,25.375,
llama3.2-1b,subscribe,both,pair_04,-2.8125,-2.03125,,-1.359375,-1.09375,,0.8125,1.53125,,0.078125,0.484375,,2.8125,2.03125,,1.359375,1.09375,,0.8125,1.53125,,0.078125,0.484375,,22.0,23.15625,,23.203125,23.75,,23.78125,23.46875,,24.3125,24.34375,,24.8125,25.1875,,24.5625,24.84375,,24.59375,25.0,,24.390625,24.828125,
llama3.2-1b,subscribe,both,pair_05,-2.171875,-1.484375,,-1.546875,-0.8125,,0.75,1.671875,,0.25,0.953125,,2.171875,1.484375,,1.546875,0.8125,,0.75,1.671875,,0.25,0.953125,,23.484375,24.296875,,24.171875,24.875,,24.65625,23.796875,,25.0,24.5625,,25.65625,25.78125,,25.71875,25.6875,,25.40625,25.46875,,25.25,25.515625,
llama3.2-1b,subscribe,both,pair_06,-2.25,-2.453125,,-1.140625,-2.171875,,1.40625,1.921875,,0.140625,0.6875,,2.25,2.453125,,1.140625,2.171875,,1.40625,1.921875,,0.140625,0.6875,,22.78125,23.078125,,23.953125,23.5,,24.078125,23.46875,,24.953125,24.625,,25.03125,25.53125,,25.09375,25.671875,,25.484375,25.390625,,25.09375,25.3125,
llama3.2-1b,subscribe,both,pair_07,-1.3125,-0.90625,,-0.1875,-0.125,,1.15625,1.25,,1.21875,-0.109375,,1.3125,0.90625,,0.1875,0.125,,1.15625,1.25,,1.21875,-0.109375,,24.421875,24.671875,,25.125,25.09375,,23.453125,23.109375,,23.421875,24.234375,,25.734375,25.578125,,25.3125,25.21875,,24.609375,24.359375,,24.640625,24.125,
llama3.2-1b,subscribe,both,pair_08,-3.796875,-2.234375,,-1.65625,-1.109375,,-0.125,0.359375,,-1.9375,-1.21875,,3.796875,2.234375,,1.65625,1.109375,,-0.125,0.359375,,-1.9375,-1.21875,,22.5,24.140625,,24.328125,24.9375,,24.515625,24.171875,,25.65625,25.546875,,26.296875,26.375,,25.984375,26.046875,,24.390625,24.53125,,23.71875,24.328125,
llama3.2-1b,subscribe,both,pair_09,-3.140625,-0.671875,,-1.40625,0.25,,1.4375,1.765625,,1.96875,0.734375,,3.140625,0.671875,,1.40625,-0.25,,1.4375,1.765625,,1.96875,0.734375,,23.171875,25.09375,,24.671875,25.1875,,23.046875,22.578125,,22.359375,23.25,,26.3125,25.765625,,26.078125,24.9375,,24.484375,24.34375,,24.328125,23.984375,
llama3.2-1b,subscribe,both,pair_10,-2.375,-2.796875,,-1.671875,-2.390625,,1.171875,1.03125,,0.0625,0.03125,,2.375,2.796875,,1.671875,2.390625,,1.171875,1.03125,,0.0625,0.03125,,22.875,23.328125,,23.78125,23.859375,,23.328125,23.28125,,24.125,24.203125,,25.25,26.125,,25.453125,26.25,,24.5,24.3125,,24.1875,24.234375,
llama3.2-1b,subscribe,both,pair_11,-1.96875,-2.90625,,-1.125,-2.390625,,1.71875,1.453125,,1.359375,0.765625,,1.96875,2.90625,,1.125,2.390625,,1.71875,1.453125,,1.359375,0.765625,,22.46875,22.15625,,23.3125,22.578125,,23.671875,23.671875,,23.90625,24.171875,,24.4375,25.0625,,24.4375,24.96875,,25.390625,25.125,,25.265625,24.9375,
llama3.2-1b,subscribe,both,pair_12,-2.4375,-1.40625,,-0.390625,-0.75,,1.203125,1.34375,,1.15625,0.796875,,2.4375,1.40625,,0.390625,0.75,,1.203125,1.34375,,1.15625,0.796875,,22.203125,23.21875,,23.9375,23.9375,,23.296875,23.21875,,23.234375,23.578125,,24.640625,24.625,,24.328125,24.6875,,24.5,24.5625,,24.390625,24.375,
llama3.2-1b,subscribe,both,pair_13,-1.859375,-1.53125,,-0.234375,-0.546875,,1.46875,1.671875,,0.125,0.4375,,1.859375,1.53125,,0.234375,0.546875,,1.46875,1.671875,,0.125,0.4375,,24.15625,24.640625,,25.375,25.3125,,24.625,24.25,,25.71875,25.515625,,26.015625,26.171875,,25.609375,25.859375,,26.09375,25.921875,,25.84375,25.953125,
llama3.2-1b,subscribe,both,pair_14,-0.859375,-0.421875,,0.390625,-0.21875,,2.203125,2.109375,,1.5,1.1875,,0.859375,0.421875,,-0.390625,0.21875,,2.203125,2.109375,,1.5,1.1875,,24.90625,25.453125,,26.0625,25.703125,,24.09375,23.859375,,24.671875,24.953125,,25.765625,25.875,,25.671875,25.921875,,26.296875,25.96875,,26.171875,26.140625,
llama3.2-1b,subscribe,both,pair_15,-0.625,-0.296875,,-0.109375,0.328125,,1.625,1.390625,,1.6875,1.609375,,0.625,0.296875,,0.109375,-0.328125,,1.625,1.390625,,1.6875,1.609375,,24.71875,25.375,,25.25,25.640625,,23.859375,23.625,,23.9375,23.71875,,25.34375,25.671875,,25.359375,25.3125,,25.484375,25.015625,,25.625,25.328125,
llama3.2-1b,subscribe,both,pair_16,-2.46875,-1.5625,,-1.09375,-1.375,,1.515625,2.046875,,1.25,1.234375,,2.46875,1.5625,,1.09375,1.375,,1.515625,2.046875,,1.25,1.234375,,23.75,24.671875,,24.765625,24.46875,,23.859375,22.90625,,24.03125,23.65625,,26.21875,26.234375,,25.859375,25.84375,,25.375,24.953125,,25.28125,24.890625,
llama3.2-1b,subscribe,both,pair_17,-1.984375,-1.6875,,-0.734375,-0.96875,,1.9375,2.328125,,1.609375,1.484375,,1.984375,1.6875,,0.734375,0.96875,,1.9375,2.328125,,1.609375,1.484375,,23.421875,24.125,,24.671875,24.9375,,23.125,22.78125,,23.640625,23.84375,,25.40625,25.8125,,25.40625,25.90625,,25.0625,25.109375,,25.25,25.328125,
llama3.2-1b,subscribe,both,pair_18,-2.109375,-1.203125,,-0.390625,0.34375,,0.890625,1.765625,,-0.09375,0.21875,,2.109375,1.203125,,0.390625,-0.34375,,0.890625,1.765625,,-0.09375,0.21875,,23.484375,24.46875,,24.96875,25.421875,,24.390625,23.6875,,24.890625,24.96875,,25.59375,25.671875,,25.359375,25.078125,,25.28125,25.453125,,24.796875,25.1875,
llama3.2-1b,subscribe,both,pair_19,-1.28125,-1.0625,,0.359375,-0.546875,,2.3125,2.296875,,1.734375,1.46875,,1.28125,1.0625,,-0.359375,0.546875,,2.3125,2.296875,,1.734375,1.46875,,23.140625,23.5625,,24.453125,23.96875,,23.609375,23.390625,,23.90625,23.921875,,24.421875,24.625,,24.09375,24.515625,,25.921875,25.6875,,25.640625,25.390625,
llama3.2-1b,subscribe,both,pair_20,-3.4375,-2.21875,,-1.421875,-1.421875,,0.015625,0.59375,,-1.453125,-0.21875,,3.4375,2.21875,,1.421875,1.421875,,0.015625,0.59375,,-1.453125,-0.21875,,22.359375,23.625,,24.203125,24.375,,24.53125,23.921875,,25.484375,24.796875,,25.796875,25.84375,,25.625,25.796875,,24.546875,24.515625,,24.03125,24.578125,
llama3.2-1b,subscribe,both,pair_21,-2.140625,-0.875,,-0.78125,0.03125,,1.96875,1.671875,,1.625,0.640625,,2.140625,0.875,,0.78125,-0.03125,,1.96875,1.671875,,1.625,0.640625,,23.0625,24.390625,,24.078125,24.65625,,22.25,22.421875,,22.625,23.21875,,25.203125,25.265625,,24.859375,24.625,,24.21875,24.09375,,24.25,23.859375,
llama3.2-1b,subscribe,both,pair_22,-0.96875,-0.53125,,0.015625,-0.28125,,1.875,2.078125,,1.5,0.875,,0.96875,0.53125,,-0.015625,0.28125,,1.875,2.078125,,1.5,0.875,,24.96875,25.359375,,25.78125,25.5625,,24.390625,23.859375,,24.5625,25.03125,,25.9375,25.890625,,25.765625,25.84375,,26.265625,25.9375,,26.0625,25.90625,
llama3.2-1b,subscribe,both,pair_23,-2.046875,-1.15625,,-1.21875,-0.140625,,1.03125,1.296875,,0.96875,1.09375,,2.046875,1.15625,,1.21875,0.140625,,1.03125,1.296875,,0.96875,1.09375,,23.25,24.140625,,24.015625,24.640625,,23.109375,22.71875,,23.15625,22.78125,,25.296875,25.296875,,25.234375,24.78125,,24.140625,24.015625,,24.125,23.875,
llama3.2-1b,subscribe,both,pair_24,-1.40625,-1.734375,,-0.59375,-1.390625,,2.453125,2.359375,,2.1875,1.671875,,1.40625,1.734375,,0.59375,1.390625,,2.453125,2.359375,,2.1875,1.671875,,23.890625,24.15625,,24.6875,24.609375,,22.015625,21.9375,,22.078125,22.484375,,25.296875,25.890625,,25.28125,26.0,,24.46875,24.296875,,24.265625,24.15625,
llama3.2-1b,subscribe,both,pair_25,-3.03125,-3.03125,,-1.25,-2.09375,,1.3125,1.359375,,1.203125,0.6875,,3.03125,3.03125,,1.25,2.09375,,1.3125,1.359375,,1.203125,0.6875,,21.546875,21.953125,,22.96875,22.640625,,23.484375,23.375,,23.359375,23.703125,,24.578125,24.984375,,24.21875,24.734375,,24.796875,24.734375,,24.5625,24.390625,
llama3.2-1b,subscribe,both,pair_26,-2.90625,-2.625,,-1.109375,-1.796875,,0.21875,0.5,,-1.0625,-0.25,,2.90625,2.625,,1.109375,1.796875,,0.21875,0.5,,-1.0625,-0.25,,22.84375,23.5625,,24.484375,24.546875,,24.59375,24.4375,,25.578125,25.265625,,25.75,26.1875,,25.59375,26.34375,,24.8125,24.9375,,24.515625,25.015625,
llama3.2-1b,subscribe,both,pair_27,-0.046875,0.15625,,0.875,0.71875,,2.34375,2.109375,,2.21875,1.734375,,0.046875,-0.15625,,-0.875,-0.71875,,2.34375,2.109375,,2.21875,1.734375,,24.859375,25.3125,,25.296875,25.390625,,23.703125,23.671875,,23.8125,24.0,,24.90625,25.15625,,24.421875,24.671875,,26.046875,25.78125,,26.03125,25.734375,
llama3.2-1b,subscribe,both,pair_28,-1.6875,-0.71875,,-0.515625,-0.234375,,1.359375,2.765625,,0.296875,1.53125,,1.6875,0.71875,,0.515625,0.234375,,1.359375,2.765625,,0.296875,1.53125,,24.0,25.09375,,25.171875,25.5625,,24.5625,23.421875,,25.28125,24.9375,,25.6875,25.8125,,25.6875,25.796875,,25.921875,26.1875,,25.578125,26.46875,
llama3.2-1b,subscribe,both,pair_29,-1.53125,-0.171875,,-0.875,-0.171875,,1.671875,1.625,,2.28125,1.515625,,1.53125,0.171875,,0.875,0.171875,,1.671875,1.625,,2.28125,1.515625,,24.5625,25.546875,,25.0,25.40625,,24.1875,23.828125,,23.65625,24.234375,,26.09375,25.71875,,25.875,25.578125,,25.859375,25.453125,,25.9375,25.75,
llama3.2-1b,subscribe,both,pair_30,0.171875,-0.0625,,1.203125,0.484375,,2.28125,1.46875,,1.953125,0.640625,,-0.171875,0.0625,,-1.203125,-0.484375,,2.28125,1.46875,,1.953125,0.640625,,25.328125,25.359375,,26.03125,25.671875,,23.3125,23.734375,,23.4375,24.28125,,25.15625,25.421875,,24.828125,25.1875,,25.59375,25.203125,,25.390625,24.921875,
llama3.2-1b,subscribe,both,pair_31,-2.546875,-1.109375,,-0.890625,0.4375,,1.21875,1.90625,,0.640625,0.546875,,2.546875,1.109375,,0.890625,-0.4375,,1.21875,1.90625,,0.640625,0.546875,,23.3125,24.484375,,24.46875,25.03125,,22.765625,22.078125,,23.21875,23.203125,,25.859375,25.59375,,25.359375,24.59375,,23.984375,23.984375,,23.859375,23.75,
llama3.2-1b,subscribe,both,pair_32,-0.578125,-0.34375,,-0.25,0.59375,,1.640625,1.53125,,1.734375,1.59375,,0.578125,0.34375,,0.25,-0.59375,,1.640625,1.53125,,1.734375,1.59375,,24.921875,25.453125,,25.25,25.734375,,23.921875,23.453125,,24.046875,23.78125,,25.5,25.796875,,25.5,25.140625,,25.5625,24.984375,,25.78125,25.375,
llama3.2-1b,subscribe,both,pair_33,-3.03125,-2.421875,,-1.796875,-1.796875,,0.328125,0.921875,,-0.75,0.046875,,3.03125,2.421875,,1.796875,1.796875,,0.328125,0.921875,,-0.75,0.046875,,22.359375,23.5,,23.703125,24.328125,,24.984375,24.625,,25.75,25.578125,,25.390625,25.921875,,25.5,26.125,,25.3125,25.546875,,25.0,25.625,
llama3.2-1b,subscribe,both,pair_34,-1.609375,-0.640625,,0.25,-0.5625,,1.578125,1.84375,,1.34375,1.453125,,1.609375,0.640625,,-0.25,0.5625,,1.578125,1.84375,,1.34375,1.453125,,22.703125,23.578125,,24.0,23.46875,,23.265625,22.671875,,23.453125,23.0625,,24.3125,24.21875,,23.75,24.03125,,24.84375,24.515625,,24.796875,24.515625,
llama3.2-1b,subscribe,both,pair_35,-1.125,-1.671875,,-0.265625,-1.59375,,2.046875,1.34375,,1.671875,0.796875,,1.125,1.671875,,0.265625,1.59375,,2.046875,1.34375,,1.671875,0.796875,,23.125,23.0625,,23.890625,23.09375,,23.453125,23.734375,,23.890625,24.28125,,24.25,24.734375,,24.15625,24.6875,,25.5,25.078125,,25.5625,25.078125,
llama3.2-1b,subscribe,both,pair_36,-2.9375,-1.203125,,-1.53125,-0.28125,,1.171875,1.21875,,1.0,0.21875,,2.9375,1.203125,,1.53125,0.28125,,1.171875,1.21875,,1.0,0.21875,,23.34375,24.765625,,24.46875,25.03125,,22.921875,22.703125,,22.984375,23.515625,,26.28125,25.96875,,26.0,25.3125,,24.09375,23.921875,,23.984375,23.734375,
llama3.2-1b,subscribe,both,pair_37,-2.859375,-1.4375,,-0.953125,-0.625,,0.578125,1.203125,,-0.625,0.140625,,2.859375,1.4375,,0.953125,0.625,,0.578125,1.203125,,-0.625,0.140625,,22.46875,23.828125,,24.328125,24.5625,,24.015625,23.171875,,24.78125,24.0625,,25.328125,25.265625,,25.28125,25.1875,,24.59375,24.375,,24.15625,24.203125,
llama3.2-1b,subscribe,both,pair_38,-0.5,-2.171875,,0.75,-1.09375,,2.15625,1.59375,,2.0,0.640625,,0.5,2.171875,,-0.75,1.09375,,2.15625,1.59375,,2.0,0.640625,,24.1875,23.859375,,25.125,24.484375,,23.421875,23.640625,,23.65625,24.671875,,24.6875,26.03125,,24.375,25.578125,,25.578125,25.234375,,25.65625,25.3125,
llama3.2-1b,subscribe,both,pair_39,-1.953125,-2.828125,,-1.296875,-2.34375,,1.296875,0.765625,,1.015625,0.546875,,1.953125,2.828125,,1.296875,2.34375,,1.296875,0.765625,,1.015625,0.546875,,23.40625,23.53125,,24.28125,24.125,,23.078125,23.296875,,23.140625,23.421875,,25.359375,26.359375,,25.578125,26.46875,,24.375,24.0625,,24.15625,23.96875,
llama3.2-1b,subscribe,both,pair_40,-1.4375,-0.609375,,0.25,-0.15625,,2.75,3.046875,,2.25,2.109375,,1.4375,0.609375,,-0.25,0.15625,,2.75,3.046875,,2.25,2.109375,,23.765625,24.625,,25.015625,25.140625,,22.09375,21.8125,,22.34375,22.546875,,25.203125,25.234375,,24.765625,25.296875,,24.84375,24.859375,,24.59375,24.65625,
llama3.2-1b,subscribe,both,pair_41,-2.34375,-0.953125,,-0.84375,-0.375,,0.984375,2.1875,,0.125,1.03125,,2.34375,0.953125,,0.84375,0.375,,0.984375,2.1875,,0.125,1.03125,,22.59375,24.078125,,24.28125,24.8125,,24.390625,23.578125,,24.65625,24.625,,24.9375,25.03125,,25.125,25.1875,,25.375,25.765625,,24.78125,25.65625,
llama3.2-1b,subscribe,both,pair_42,-1.53125,-0.5,,-0.640625,0.15625,,1.203125,1.09375,,1.046875,0.546875,,1.53125,0.5,,0.640625,-0.15625,,1.203125,1.09375,,1.046875,0.546875,,23.078125,24.109375,,23.859375,24.375,,23.09375,23.03125,,23.203125,23.34375,,24.609375,24.609375,,24.5,24.21875,,24.296875,24.125,,24.25,23.890625,
llama3.2-1b,subscribe,both,pair_43,0.40625,-0.421875,,0.984375,-0.09375,,2.3125,1.828125,,2.34375,1.03125,,-0.40625,0.421875,,-0.984375,0.09375,,2.3125,1.828125,,2.34375,1.03125,,26.078125,25.703125,,26.421875,25.953125,,24.125,24.15625,,24.1875,25.078125,,25.671875,26.125,,25.4375,26.046875,,26.4375,25.984375,,26.53125,26.109375,
llama3.2-1b,subscribe,both,pair_44,-2.375,-0.984375,,-0.75,0.03125,,1.671875,1.1875,,1.765625,0.171875,,2.375,0.984375,,0.75,-0.03125,,1.671875,1.1875,,1.765625,0.171875,,23.78125,25.109375,,25.265625,25.578125,,23.4375,23.53125,,23.15625,24.296875,,26.15625,26.09375,,26.015625,25.546875,,25.109375,24.71875,,24.921875,24.46875,
llama3.2-1b,subscribe,both,pair_45,-0.875,0.40625,,0.078125,0.765625,,2.015625,3.21875,,1.65625,2.3125,,0.875,-0.40625,,-0.078125,-0.765625,,2.015625,3.21875,,1.65625,2.3125,,25.0,25.828125,,25.71875,26.03125,,23.953125,22.75,,24.21875,23.75,,25.875,25.421875,,25.640625,25.265625,,25.96875,25.96875,,25.875,26.0625,
llama3.2-1b,subscribe,control_only,pair_01,,,0.359375,,,0.8125,,,0.765625,,,1.109375,,,-0.359375,,,-0.8125,,,0.765625,,,1.109375,,,25.0,,,25.390625,,,23.5625,,,23.609375,,,24.640625,,,24.578125,,,24.328125,,,24.71875
llama3.2-1b,subscribe,control_only,pair_02,,,0.84375,,,1.015625,,,-0.28125,,,-0.390625,,,-0.84375,,,-1.015625,,,-0.28125,,,-0.390625,,,25.21875,,,25.390625,,,23.953125,,,24.21875,,,24.375,,,24.375,,,23.671875,,,23.828125
