model,condition,bodyuse,pair_id,D__sr=alt_reactive|do=reactive_first|bo=alt_first,D__sr=alt_reactive|do=reactive_first|bo=dep_first,D__sr=alt_reactive|do=reactive_first|bo=na,D__sr=alt_reactive|do=stable_first|bo=alt_first,D__sr=alt_reactive|do=stable_first|bo=dep_first,D__sr=alt_reactive|do=stable_first|bo=na,D__sr=dep_reactive|do=reactive_first|bo=alt_first,D__sr=dep_reactive|do=reactive_first|bo=dep_first,D__sr=dep_reactive|do=reactive_first|bo=na,D__sr=dep_reactive|do=stable_first|bo=alt_first,D__sr=dep_reactive|do=stable_first|bo=dep_first,D__sr=dep_reactive|do=stable_first|bo=na,LD_stateform__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=na,LD_stateform__sr=alt_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=na,LD_stateform__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=na,LD_stateform__sr=dep_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=na,logit_control__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_control__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_control__sr=alt_reactive|do=reactive_first|bo=na,logit_control__sr=alt_reactive|do=stable_first|bo=alt_first,logit_control__sr=alt_reactive|do=stable_first|bo=dep_first,logit_control__sr=alt_reactive|do=stable_first|bo=na,logit_control__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_control__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_control__sr=dep_reactive|do=reactive_first|bo=na,logit_control__sr=dep_reactive|do=stable_first|bo=alt_first,logit_control__sr=dep_reactive|do=stable_first|bo=dep_first,logit_control__sr=dep_reactive|do=stable_first|bo=na,logit_target__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_target__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_target__sr=alt_reactive|do=reactive_first|bo=na,logit_target__sr=alt_reactive|do=stable_first|bo=alt_first,logit_target__sr=alt_reactive|do=stable_first|bo=dep_first,logit_target__sr=alt_reactive|do=stable_first|bo=na,logit_target__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_target__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_target__sr=dep_reactive|do=reactive_first|bo=na,logit_target__sr=dep_reactive|do=stable_first|bo=alt_first,logit_target__sr=dep_reactive|do=stable_first|bo=dep_first,logit_target__sr=dep_reactive|do=stable_first|bo=na
llama3.2-1b,subscribe,control_only,pair_03,,,-0.265625,,,0.15625,,,0.796875,,,0.609375,,,0.265625,,,-0.15625,,,0.796875,,,0.609375,,,23.765625,,,24.328125,,,23.28125,,,23.78125,,,24.03125,,,24.171875,,,24.078125,,,24.390625
llama3.2-1b,subscribe,control_only,pair_04,,,-1.546875,,,-0.625,,,0.296875,,,-0.484375,,,1.546875,,,0.625,,,0.296875,,,-0.484375,,,22.671875,,,23.296875,,,23.484375,,,24.0,,,24.21875,,,23.921875,,,23.78125,,,23.515625
llama3.2-1b,subscribe,control_only,pair_05,,,-0.875,,,-0.53125,,,-0.34375,,,-0.453125,,,0.875,,,0.53125,,,-0.34375,,,-0.453125,,,23.953125,,,24.546875,,,24.234375,,,24.640625,,,24.828125,,,25.078125,,,23.890625,,,24.1875
llama3.2-1b,subscribe,control_only,pair_06,,,-1.875,,,-1.6875,,,0.859375,,,-0.078125,,,1.875,,,1.6875,,,0.859375,,,-0.078125,,,22.6875,,,23.15625,,,23.6875,,,24.5,,,24.5625,,,24.84375,,,24.546875,,,24.421875
llama3.2-1b,subscribe,control_only,pair_07,,,-0.875,,,-0.5,,,0.21875,,,0.1875,,,0.875,,,0.5,,,0.21875,,,0.1875,,,23.84375,,,24.28125,,,23.296875,,,23.328125,,,24.71875,,,24.78125,,,23.515625,,,23.515625
llama3.2-1b,subscribe,control_only,pair_08,,,-1.359375,,,-0.78125,,,-0.9375,,,-2.1875,,,1.359375,,,0.78125,,,-0.9375,,,-2.1875,,,23.859375,,,24.4375,,,24.609375,,,25.5625,,,25.21875,,,25.21875,,,23.671875,,,23.375
llama3.2-1b,subscribe,control_only,pair_09,,,-0.140625,,,-0.109375,,,0.546875,,,1.390625,,,0.140625,,,0.109375,,,0.546875,,,1.390625,,,24.4375,,,24.515625,,,22.875,,,22.15625,,,24.578125,,,24.625,,,23.421875,,,23.546875
llama3.2-1b,subscribe,control_only,pair_10,,,-2.28125,,,-1.828125,,,-0.390625,,,-0.84375,,,2.28125,,,1.828125,,,-0.390625,,,-0.84375,,,22.546875,,,23.234375,,,23.578125,,,24.078125,,,24.828125,,,25.0625,,,23.1875,,,23.234375
llama3.2-1b,subscribe,control_only,pair_11,,,-2.140625,,,-1.453125,,,0.84375,,,0.546875,,,2.140625,,,1.453125,,,0.84375,,,0.546875,,,21.71875,,,22.46875,,,23.515625,,,23.796875,,,23.859375,,,23.921875,,,24.359375,,,24.34375
llama3.2-1b,subscribe,control_only,pair_12,,,-1.09375,,,-0.5,,,0.375,,,0.671875,,,1.09375,,,0.5,,,0.375,,,0.671875,,,22.71875,,,23.40625,,,23.328125,,,23.09375,,,23.8125,,,23.90625,,,23.703125,,,23.765625
llama3.2-1b,subscribe,control_only,pair_13,,,-0.96875,,,-0.1875,,,0.078125,,,-0.765625,,,0.96875,,,0.1875,,,0.078125,,,-0.765625,,,24.21875,,,24.796875,,,24.84375,,,25.71875,,,25.1875,,,24.984375,,,24.921875,,,24.953125
llama3.2-1b,subscribe,control_only,pair_14,,,0.609375,,,0.5625,,,0.78125,,,0.796875,,,-0.609375,,,-0.5625,,,0.78125,,,0.796875,,,25.203125,,,25.5625,,,23.859375,,,24.03125,,,24.59375,,,25.0,,,24.640625,,,24.828125
llama3.2-1b,subscribe,control_only,pair_15,,,0.859375,,,1.125,,,0.59375,,,0.8125,,,-0.859375,,,-1.125,,,0.59375,,,0.8125,,,25.0,,,25.359375,,,23.546875,,,23.828125,,,24.140625,,,24.234375,,,24.140625,,,24.640625
llama3.2-1b,subscribe,control_only,pair_16,,,-0.671875,,,-0.203125,,,1.390625,,,0.9375,,,0.671875,,,0.203125,,,1.390625,,,0.9375,,,24.296875,,,24.3125,,,23.125,,,23.5,,,24.96875,,,24.515625,,,24.515625,,,24.4375
llama3.2-1b,subscribe,control_only,pair_17,,,-1.0,,,-0.203125,,,0.59375,,,0.328125,,,1.0,,,0.203125,,,0.59375,,,0.328125,,,23.46875,,,24.296875,,,23.3125,,,23.796875,,,24.46875,,,24.5,,,23.90625,,,24.125
llama3.2-1b,subscribe,control_only,pair_18,,,0.390625,,,0.703125,,,-0.1875,,,-0.390625,,,-0.390625,,,-0.703125,,,-0.1875,,,-0.390625,,,24.75,,,25.125,,,23.90625,,,24.34375,,,24.359375,,,24.421875,,,23.71875,,,23.953125
llama3.2-1b,subscribe,control_only,pair_19,,,-1.046875,,,-0.390625,,,1.671875,,,1.328125,,,1.046875,,,0.390625,,,1.671875,,,1.328125,,,22.890625,,,23.40625,,,23.296875,,,23.484375,,,23.9375,,,23.796875,,,24.96875,,,24.8125
llama3.2-1b,subscribe,control_only,pair_20,,,-2.125,,,-1.625,,,-1.15625,,,-1.578125,,,2.125,,,1.625,,,-1.15625,,,-1.578125,,,22.75,,,23.5625,,,24.640625,,,25.25,,,24.875,,,25.1875,,,23.484375,,,23.671875
llama3.2-1b,subscribe,control_only,pair_21,,,-0.0625,,,0.203125,,,1.15625,,,0.53125,,,0.0625,,,-0.203125,,,1.15625,,,0.53125,,,24.09375,,,24.171875,,,22.265625,,,22.890625,,,24.15625,,,23.96875,,,23.421875,,,23.421875
llama3.2-1b,subscribe,control_only,pair_22,,,0.09375,,,-0.171875,,,0.828125,,,0.828125,,,-0.09375,,,0.171875,,,0.828125,,,0.828125,,,24.890625,,,25.140625,,,23.859375,,,24.078125,,,24.796875,,,25.3125,,,24.6875,,,24.90625
llama3.2-1b,subscribe,control_only,pair_23,,,-0.25,,,-0.03125,,,0.15625,,,-0.140625,,,0.25,,,0.03125,,,0.15625,,,-0.140625,,,23.78125,,,24.09375,,,22.984375,,,23.34375,,,24.03125,,,24.125,,,23.140625,,,23.203125
llama3.2-1b,subscribe,control_only,pair_24,,,-1.0,,,-0.890625,,,0.53125,,,0.546875,,,1.0,,,0.890625,,,0.53125,,,0.546875,,,23.40625,,,23.75,,,22.65625,,,22.578125,,,24.40625,,,24.640625,,,23.1875,,,23.125
llama3.2-1b,subscribe,control_only,pair_25,,,-2.53125,,,-1.609375,,,0.78125,,,0.859375,,,2.53125,,,1.609375,,,0.78125,,,0.859375,,,21.4375,,,22.21875,,,23.171875,,,23.09375,,,23.96875,,,23.828125,,,23.953125,,,23.953125
llama3.2-1b,subscribe,control_only,pair_26,,,-2.234375,,,-1.359375,,,-1.1875,,,-1.578125,,,2.234375,,,1.359375,,,-1.1875,,,-1.578125,,,22.796875,,,23.9375,,,24.984375,,,25.609375,,,25.03125,,,25.296875,,,23.796875,,,24.03125
llama3.2-1b,subscribe,control_only,pair_27,,,0.6875,,,1.0,,,1.0625,,,1.140625,,,-0.6875,,,-1.0,,,1.0625,,,1.140625,,,24.703125,,,24.84375,,,23.921875,,,23.9375,,,24.015625,,,23.84375,,,24.984375,,,25.078125
llama3.2-1b,subscribe,control_only,pair_28,,,0.28125,,,0.3125,,,0.515625,,,0.578125,,,-0.28125,,,-0.3125,,,0.515625,,,0.578125,,,25.125,,,25.5,,,24.03125,,,24.515625,,,24.84375,,,25.1875,,,24.546875,,,25.09375
llama3.2-1b,subscribe,control_only,pair_29,,,0.5,,,0.078125,,,1.03125,,,2.171875,,,-0.5,,,-0.078125,,,1.03125,,,2.171875,,,25.140625,,,25.046875,,,23.59375,,,22.890625,,,24.640625,,,24.96875,,,24.625,,,25.0625
llama3.2-1b,subscribe,control_only,pair_30,,,1.015625,,,0.953125,,,1.015625,,,0.921875,,,-1.015625,,,-0.953125,,,1.015625,,,0.921875,,,25.046875,,,25.28125,,,23.046875,,,22.96875,,,24.03125,,,24.328125,,,24.0625,,,23.890625
llama3.2-1b,subscribe,control_only,pair_31,,,-0.515625,,,0.421875,,,0.484375,,,-0.0625,,,0.515625,,,-0.421875,,,0.484375,,,-0.0625,,,24.03125,,,24.421875,,,22.578125,,,23.15625,,,24.546875,,,24.0,,,23.0625,,,23.09375
llama3.2-1b,subscribe,control_only,pair_32,,,0.5625,,,1.0625,,,0.703125,,,0.765625,,,-0.5625,,,-1.0625,,,0.703125,,,0.765625,,,24.921875,,,25.296875,,,23.546875,,,23.921875,,,24.359375,,,24.234375,,,24.25,,,24.6875
llama3.2-1b,subscribe,control_only,pair_33,,,-1.90625,,,-1.078125,,,-0.71875,,,-1.40625,,,1.90625,,,1.078125,,,-0.71875,,,-1.40625,,,22.921875,,,23.875,,,25.0,,,25.671875,,,24.828125,,,24.953125,,,24.28125,,,24.265625
llama3.2-1b,subscribe,control_only,pair_34,,,0.046875,,,0.703125,,,1.296875,,,1.1875,,,-0.046875,,,-0.703125,,,1.296875,,,1.1875,,,23.390625,,,23.703125,,,22.625,,,22.796875,,,23.34375,,,23.0,,,23.921875,,,23.984375
llama3.2-1b,subscribe,control_only,pair_35,,,-1.046875,,,-0.84375,,,0.765625,,,0.625,,,1.046875,,,0.84375,,,0.765625,,,0.625,,,22.71875,,,22.890625,,,23.5625,,,23.859375,,,23.765625,,,23.734375,,,24.328125,,,24.484375
llama3.2-1b,subscribe,control_only,pair_36,,,-0.40625,,,-0.28125,,,0.375,,,0.1875,,,0.40625,,,0.28125,,,0.375,,,0.1875,,,24.140625,,,24.28125,,,22.703125,,,22.9375,,,24.546875,,,24.5625,,,23.078125,,,23.125
llama3.2-1b,subscribe,control_only,pair_37,,,-0.921875,,,-0.59375,,,-0.15625,,,-0.78125,,,0.921875,,,0.59375,,,-0.15625,,,-0.78125,,,23.21875,,,23.96875,,,23.859375,,,24.390625,,,24.140625,,,24.5625,,,23.703125,,,23.609375
llama3.2-1b,subscribe,control_only,pair_38,,,-1.546875,,,-0.3125,,,1.046875,,,0.8125,,,1.546875,,,0.3125,,,1.046875,,,0.8125,,,23.0625,,,24.03125,,,23.28125,,,23.75,,,24.609375,,,24.34375,,,24.328125,,,24.5625
llama3.2-1b,subscribe,control_only,pair_39,,,-2.09375,,,-1.703125,,,-0.109375,,,-0.25,,,2.09375,,,1.703125,,,-0.109375,,,-0.25,,,22.5625,,,23.203125,,,23.046875,,,23.28125,,,24.65625,,,24.90625,,,22.9375,,,23.03125
llama3.2-1b,subscribe,control_only,pair_40,,,-0.109375,,,0.3125,,,1.296875,,,1.25,,,0.109375,,,-0.3125,,,1.296875,,,1.25,,,23.890625,,,24.421875,,,22.5625,,,22.578125,,,24.0,,,24.109375,,,23.859375,,,23.828125
llama3.2-1b,subscribe,control_only,pair_41,,,-0.5,,,-0.109375,,,0.078125,,,-0.046875,,,0.5,,,0.109375,,,0.078125,,,-0.046875,,,23.875,,,24.65625,,,23.78125,,,23.96875,,,24.375,,,24.765625,,,23.859375,,,23.921875
llama3.2-1b,subscribe,control_only,pair_42,,,0.25,,,0.4375,,,0.234375,,,0.125,,,-0.25,,,-0.4375,,,0.234375,,,0.125,,,23.78125,,,23.9375,,,23.125,,,23.203125,,,23.53125,,,23.5,,,23.359375,,,23.328125
llama3.2-1b,subscribe,control_only,pair_43,,,-0.03125,,,0.515625,,,1.234375,,,1.28125,,,0.03125,,,-0.515625,,,1.234375,,,1.28125,,,25.21875,,,25.609375,,,24.046875,,,24.171875,,,25.25,,,25.09375,,,25.28125,,,25.453125
llama3.2-1b,subscribe,control_only,pair_44,,,0.375,,,0.4375,,,0.40625,,,0.953125,,,-0.375,,,-0.4375,,,0.40625,,,0.953125,,,24.96875,,,25.1875,,,23.0625,,,22.640625,,,24.59375,,,24.75,,,23.46875,,,23.59375
llama3.2-1b,subscribe,control_only,pair_45,,,0.96875,,,1.0625,,,1.046875,,,1.328125,,,-0.96875,,,-1.0625,,,1.046875,,,1.328125,,,25.5,,,25.734375,,,23.890625,,,23.953125,,,24.53125,,,24.671875,,,24.9375,,,25.28125
llama3.2-1b,subscribe,neither,pair_01,,,0.03125,,,0.390625,,,0.703125,,,1.328125,,,-0.03125,,,-0.390625,,,0.703125,,,1.328125,,,24.34375,,,24.359375,,,23.21875,,,22.859375,,,24.3125,,,23.96875,,,23.921875,,,24.1875
llama3.2-1b,subscribe,neither,pair_02,,,0.4375,,,0.15625,,,0.109375,,,0.359375,,,-0.4375,,,-0.15625,,,0.109375,,,0.359375,,,24.859375,,,24.328125,,,23.296875,,,22.75,,,24.421875,,,24.171875,,,23.40625,,,23.109375
llama3.2-1b,subscribe,neither,pair_03,,,0.109375,,,0.140625,,,1.609375,,,1.328125,,,-0.109375,,,-0.140625,,,1.609375,,,1.328125,,,23.546875,,,23.46875,,,22.421875,,,22.640625,,,23.4375,,,23.328125,,,24.03125,,,23.96875
llama3.2-1b,subscribe,neither,pair_04,,,-1.46875,,,-0.96875,,,0.546875,,,0.078125,,,1.46875,,,0.96875,,,0.546875,,,0.078125,,,22.078125,,,22.046875,,,22.78125,,,22.828125,,,23.546875,,,23.015625,,,23.328125,,,22.90625
llama3.2-1b,subscribe,neither,pair_05,,,-0.9375,,,-1.21875,,,0.0,,,0.203125,,,0.9375,,,1.21875,,,0.0,,,0.203125,,,23.34375,,,22.953125,,,23.640625,,,23.421875,,,24.28125,,,24.171875,,,23.640625,,,23.625
llama3.2-1b,subscribe,neither,pair_06,,,-0.609375,,,-1.109375,,,0.9375,,,0.625,,,0.609375,,,1.109375,,,0.9375,,,0.625,,,23.25,,,23.015625,,,23.25,,,23.421875,,,23.859375,,,24.125,,,24.1875,,,24.046875
llama3.2-1b,subscribe,neither,pair_07,,,-0.96875,,,-0.453125,,,0.140625,,,0.1875,,,0.96875,,,0.453125,,,0.140625,,,0.1875,,,23.375,,,23.546875,,,22.921875,,,22.671875,,,24.34375,,,24.0,,,23.0625,,,22.859375
llama3.2-1b,subscribe,neither,pair_08,,,-1.625,,,-1.09375,,,-0.84375,,,-1.421875,,,1.625,,,1.09375,,,-0.84375,,,-1.421875,,,23.3125,,,23.828125,,,24.265625,,,24.515625,,,24.9375,,,24.921875,,,23.421875,,,23.09375
llama3.2-1b,subscribe,neither,pair_09,,,-0.9375,,,-0.5,,,0.109375,,,0.84375,,,0.9375,,,0.5,,,0.109375,,,0.84375,,,23.8125,,,23.78125,,,22.890625,,,21.984375,,,24.75,,,24.28125,,,23.0,,,22.828125
llama3.2-1b,subscribe,neither,pair_10,,,-1.8125,,,-2.109375,,,-0.0625,,,-0.1875,,,1.8125,,,2.109375,,,-0.0625,,,-0.1875,,,22.4375,,,22.40625,,,22.90625,,,22.90625,,,24.25,,,24.515625,,,22.84375,,,22.71875
llama3.2-1b,subscribe,neither,pair_11,,,-1.890625,,,-1.984375,,,1.46875,,,0.84375,,,1.890625,,,1.984375,,,1.46875,,,0.84375,,,21.578125,,,21.28125,,,22.546875,,,22.765625,,,23.46875,,,23.265625,,,24.015625,,,23.609375
llama3.2-1b,subscribe,neither,pair_12,,,-0.671875,,,-0.46875,,,0.703125,,,1.203125,,,0.671875,,,0.46875,,,0.703125,,,1.203125,,,22.5625,,,22.65625,,,22.625,,,22.015625,,,23.234375,,,23.125,,,23.328125,,,23.21875
llama3.2-1b,subscribe,neither,pair_13,,,-0.828125,,,-0.640625,,,-0.140625,,,-0.34375,,,0.828125,,,0.640625,,,-0.140625,,,-0.34375,,,23.890625,,,23.984375,,,24.484375,,,24.703125,,,24.71875,,,24.625,,,24.34375,,,24.359375
llama3.2-1b,subscribe,neither,pair_14,,,0.46875,,,0.453125,,,0.609375,,,1.421875,,,-0.46875,,,-0.453125,,,0.609375,,,1.421875,,,24.4375,,,24.421875,,,23.5625,,,22.765625,,,23.96875,,,23.96875,,,24.171875,,,24.1875
llama3.2-1b,subscribe,neither,pair_15,,,0.25,,,0.359375,,,1.890625,,,2.5,,,-0.25,,,-0.359375,,,1.890625,,,2.5,,,24.25,,,24.109375,,,22.125,,,21.78125,,,24.0,,,23.75,,,24.015625,,,24.28125
llama3.2-1b,subscribe,neither,pair_16,,,-0.625,,,-0.234375,,,1.6875,,,1.484375,,,0.625,,,0.234375,,,1.6875,,,1.484375,,,24.25,,,23.875,,,22.375,,,22.375,,,24.875,,,24.109375,,,24.0625,,,23.859375
llama3.2-1b,subscribe,neither,pair_17,,,-1.265625,,,-1.078125,,,0.5,,,0.578125,,,1.265625,,,1.078125,,,0.5,,,0.578125,,,23.03125,,,23.203125,,,23.0625,,,22.859375,,,24.296875,,,24.28125,,,23.5625,,,23.4375
llama3.2-1b,subscribe,neither,pair_18,,,0.03125,,,0.078125,,,-0.234375,,,-0.21875,,,-0.03125,,,-0.078125,,,-0.234375,,,-0.21875,,,24.265625,,,24.09375,,,23.59375,,,23.5,,,24.234375,,,24.015625,,,23.359375,,,23.28125
llama3.2-1b,subscribe,neither,pair_19,,,0.28125,,,0.171875,,,1.765625,,,1.703125,,,-0.28125,,,-0.171875,,,1.765625,,,1.703125,,,23.421875,,,23.125,,,22.84375,,,22.609375,,,23.140625,,,22.953125,,,24.609375,,,24.3125
llama3.2-1b,subscribe,neither,pair_20,,,-2.0,,,-1.828125,,,-0.859375,,,-1.046875,,,2.0,,,1.828125,,,-0.859375,,,-1.046875,,,22.484375,,,22.9375,,,24.140625,,,24.21875,,,24.484375,,,24.765625,,,23.28125,,,23.171875
llama3.2-1b,subscribe,neither,pair_21,,,-0.40625,,,-0.125,,,1.921875,,,1.109375,,,0.40625,,,0.125,,,1.921875,,,1.109375,,,23.4375,,,23.296875,,,21.46875,,,22.03125,,,23.84375,,,23.421875,,,23.390625,,,23.140625
llama3.2-1b,subscribe,neither,pair_22,,,0.0,,,-0.625,,,0.4375,,,1.234375,,,-0.0,,,0.625,,,0.4375,,,1.234375,,,24.234375,,,23.671875,,,23.734375,,,22.953125,,,24.234375,,,24.296875,,,24.171875,,,24.1875
llama3.2-1b,subscribe,neither,pair_23,,,-0.578125,,,-0.515625,,,1.265625,,,1.328125,,,0.578125,,,0.515625,,,1.265625,,,1.328125,,,23.21875,,,23.21875,,,21.6875,,,21.5625,,,23.796875,,,23.734375,,,22.953125,,,22.890625
llama3.2-1b,subscribe,neither,pair_24,,,-0.859375,,,-1.53125,,,0.875,,,1.203125,,,0.859375,,,1.53125,,,0.875,,,1.203125,,,23.3125,,,22.8125,,,22.078125,,,21.4375,,,24.171875,,,24.34375,,,22.953125,,,22.640625
llama3.2-1b,subscribe,neither,pair_25,,,-1.75,,,-1.296875,,,0.8125,,,1.109375,,,1.75,,,1.296875,,,0.8125,,,1.109375,,,21.625,,,21.75,,,22.78125,,,22.21875,,,23.375,,,23.046875,,,23.59375,,,23.328125
llama3.2-1b,subscribe,neither,pair_26,,,-2.046875,,,-1.546875,,,-0.953125,,,-1.046875,,,2.046875,,,1.546875,,,-0.953125,,,-1.046875,,,22.609375,,,23.25,,,24.359375,,,24.40625,,,24.65625,,,24.796875,,,23.40625,,,23.359375
llama3.2-1b,subscribe,neither,pair_27,,,0.75,,,0.640625,,,1.5,,,1.421875,,,-0.75,,,-0.640625,,,1.5,,,1.421875,,,24.25,,,23.921875,,,23.0,,,22.859375,,,23.5,,,23.28125,,,24.5,,,24.28125
llama3.2-1b,subscribe,neither,pair_28,,,0.046875,,,0.125,,,0.453125,,,0.765625,,,-0.046875,,,-0.125,,,0.453125,,,0.765625,,,24.4375,,,24.46875,,,23.796875,,,23.640625,,,24.390625,,,24.34375,,,24.25,,,24.40625
llama3.2-1b,subscribe,neither,pair_29,,,0.078125,,,-0.796875,,,0.359375,,,1.859375,,,-0.078125,,,0.796875,,,0.359375,,,1.859375,,,24.515625,,,23.578125,,,23.890625,,,22.4375,,,24.4375,,,24.375,,,24.25,,,24.296875
llama3.2-1b,subscribe,neither,pair_30,,,0.828125,,,0.828125,,,0.328125,,,0.984375,,,-0.828125,,,-0.828125,,,0.328125,,,0.984375,,,24.53125,,,24.34375,,,23.203125,,,22.125,,,23.703125,,,23.515625,,,23.53125,,,23.109375
llama3.2-1b,subscribe,neither,pair_31,,,-0.78125,,,-0.046875,,,0.65625,,,0.21875,,,0.78125,,,0.046875,,,0.65625,,,0.21875,,,23.625,,,23.671875,,,22.125,,,22.3125,,,24.40625,,,23.71875,,,22.78125,,,22.53125
llama3.2-1b,subscribe,neither,pair_32,,,0.171875,,,0.5,,,1.953125,,,2.203125,,,-0.171875,,,-0.5,,,1.953125,,,2.203125,,,24.234375,,,24.0625,,,22.09375,,,21.96875,,,24.0625,,,23.5625,,,24.046875,,,24.171875
llama3.2-1b,subscribe,neither,pair_33,,,-1.875,,,-1.453125,,,-0.859375,,,-1.015625,,,1.875,,,1.453125,,,-0.859375,,,-1.015625,,,22.53125,,,23.03125,,,24.59375,,,24.65625,,,24.40625,,,24.484375,,,23.734375,,,23.640625
llama3.2-1b,subscribe,neither,pair_34,,,0.84375,,,1.421875,,,1.453125,,,1.78125,,,-0.84375,,,-1.421875,,,1.453125,,,1.78125,,,23.734375,,,23.640625,,,22.296875,,,22.03125,,,22.890625,,,22.21875,,,23.75,,,23.8125
llama3.2-1b,subscribe,neither,pair_35,,,-0.171875,,,-0.578125,,,1.53125,,,1.359375,,,0.171875,,,0.578125,,,1.53125,,,1.359375,,,22.984375,,,22.4375,,,22.59375,,,22.6875,,,23.15625,,,23.015625,,,24.125,,,24.046875
llama3.2-1b,subscribe,neither,pair_36,,,-1.171875,,,-0.890625,,,0.875,,,0.640625,,,1.171875,,,0.890625,,,0.875,,,0.640625,,,23.453125,,,23.359375,,,21.890625,,,21.921875,,,24.625,,,24.25,,,22.765625,,,22.5625
llama3.2-1b,subscribe,neither,pair_37,,,-1.0,,,-1.0,,,0.109375,,,-0.1875,,,1.0,,,1.0,,,0.109375,,,-0.1875,,,22.859375,,,23.203125,,,23.28125,,,23.328125,,,23.859375,,,24.203125,,,23.390625,,,23.140625
llama3.2-1b,subscribe,neither,pair_38,,,-1.25,,,-0.59375,,,0.5,,,0.828125,,,1.25,,,0.59375,,,0.5,,,0.828125,,,22.9375,,,23.15625,,,23.28125,,,23.03125,,,24.1875,,,23.75,,,23.78125,,,23.859375
llama3.2-1b,subscribe,neither,pair_39,,,-1.640625,,,-2.203125,,,1.078125,,,1.484375,,,1.640625,,,2.203125,,,1.078125,,,1.484375,,,22.484375,,,22.125,,,21.59375,,,21.0,,,24.125,,,24.328125,,,22.671875,,,22.484375
llama3.2-1b,subscribe,neither,pair_40,,,-0.328125,,,-0.078125,,,1.8125,,,1.703125,,,0.328125,,,0.078125,,,1.8125,,,1.703125,,,23.5625,,,23.65625,,,21.703125,,,21.46875,,,23.890625,,,23.734375,,,23.515625,,,23.171875
llama3.2-1b,subscribe,neither,pair_41,,,-0.09375,,,0.109375,,,0.453125,,,1.390625,,,0.09375,,,-0.109375,,,0.453125,,,1.390625,,,23.546875,,,23.796875,,,23.578125,,,22.546875,,,23.640625,,,23.6875,,,24.03125,,,23.9375
