model,condition,bodyuse,pair_id,D__sr=alt_reactive|do=reactive_first|bo=alt_first,D__sr=alt_reactive|do=reactive_first|bo=dep_first,D__sr=alt_reactive|do=reactive_first|bo=na,D__sr=alt_reactive|do=stable_first|bo=alt_first,D__sr=alt_reactive|do=stable_first|bo=dep_first,D__sr=alt_reactive|do=stable_first|bo=na,D__sr=dep_reactive|do=reactive_first|bo=alt_first,D__sr=dep_reactive|do=reactive_first|bo=dep_first,D__sr=dep_reactive|do=reactive_first|bo=na,D__sr=dep_reactive|do=stable_first|bo=alt_first,D__sr=dep_reactive|do=stable_first|bo=dep_first,D__sr=dep_reactive|do=stable_first|bo=na,LD_stateform__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=na,LD_stateform__sr=alt_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=na,LD_stateform__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=na,LD_stateform__sr=dep_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=na,logit_control__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_control__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_control__sr=alt_reactive|do=reactive_first|bo=na,logit_control__sr=alt_reactive|do=stable_first|bo=alt_first,logit_control__sr=alt_reactive|do=stable_first|bo=dep_first,logit_control__sr=alt_reactive|do=stable_first|bo=na,logit_control__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_control__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_control__sr=dep_reactive|do=reactive_first|bo=na,logit_control__sr=dep_reactive|do=stable_first|bo=alt_first,logit_control__sr=dep_reactive|do=stable_first|bo=dep_first,logit_control__sr=dep_reactive|do=stable_first|bo=na,logit_target__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_target__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_target__sr=alt_reactive|do=reactive_first|bo=na,logit_target__sr=alt_reactive|do=stable_first|bo=alt_first,logit_target__sr=alt_reactive|do=stable_first|bo=dep_first,logit_target__sr=alt_reactive|do=stable_first|bo=na,logit_target__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_target__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_target__sr=dep_reactive|do=reactive_first|bo=na,logit_target__sr=dep_reactive|do=stable_first|bo=alt_first,logit_target__sr=dep_reactive|do=stable_first|bo=dep_first,logit_target__sr=dep_reactive|do=stable_first|bo=na
llama3.2-1b,useEffect,neither,pair_05,,,-0.15625,,,-0.625,,,0.671875,,,1.25,,,0.15625,,,0.625,,,0.671875,,,1.25,,,24.53125,,,23.96875,,,24.0,,,23.484375,,,24.6875,,,24.59375,,,24.671875,,,24.734375
llama3.2-1b,useEffect,neither,pair_06,,,-0.578125,,,-1.234375,,,1.046875,,,1.03125,,,0.578125,,,1.234375,,,1.046875,,,1.03125,,,23.703125,,,22.875,,,23.59375,,,23.40625,,,24.28125,,,24.109375,,,24.640625,,,24.4375
llama3.2-1b,useEffect,neither,pair_07,,,-1.015625,,,-1.203125,,,0.171875,,,0.4375,,,1.015625,,,1.203125,,,0.171875,,,0.4375,,,23.703125,,,23.34375,,,23.3125,,,22.84375,,,24.71875,,,24.546875,,,23.484375,,,23.28125
llama3.2-1b,useEffect,neither,pair_08,,,-1.265625,,,-1.515625,,,-0.296875,,,-0.359375,,,1.265625,,,1.515625,,,-0.296875,,,-0.359375,,,23.703125,,,23.375,,,24.140625,,,23.953125,,,24.96875,,,24.890625,,,23.84375,,,23.59375
llama3.2-1b,useEffect,neither,pair_09,,,-1.515625,,,-0.890625,,,0.40625,,,0.828125,,,1.515625,,,0.890625,,,0.40625,,,0.828125,,,23.625,,,23.65625,,,23.34375,,,22.53125,,,25.140625,,,24.546875,,,23.75,,,23.359375
llama3.2-1b,useEffect,neither,pair_10,,,-1.5,,,-1.640625,,,0.34375,,,0.671875,,,1.5,,,1.640625,,,0.34375,,,0.671875,,,22.984375,,,22.578125,,,22.828125,,,22.390625,,,24.484375,,,24.21875,,,23.171875,,,23.0625
llama3.2-1b,useEffect,neither,pair_11,,,-1.21875,,,-1.5625,,,2.09375,,,2.4375,,,1.21875,,,1.5625,,,2.09375,,,2.4375,,,22.40625,,,21.59375,,,22.609375,,,22.125,,,23.625,,,23.15625,,,24.703125,,,24.5625
llama3.2-1b,useEffect,neither,pair_12,,,-0.359375,,,-0.328125,,,1.125,,,1.71875,,,0.359375,,,0.328125,,,1.125,,,1.71875,,,22.65625,,,22.484375,,,22.25,,,21.53125,,,23.015625,,,22.8125,,,23.375,,,23.25
llama3.2-1b,useEffect,neither,pair_13,,,-0.390625,,,-0.234375,,,0.4375,,,0.59375,,,0.390625,,,0.234375,,,0.4375,,,0.59375,,,24.25,,,24.140625,,,24.109375,,,23.96875,,,24.640625,,,24.375,,,24.546875,,,24.5625
llama3.2-1b,useEffect,neither,pair_14,,,0.484375,,,0.21875,,,0.484375,,,1.265625,,,-0.484375,,,-0.21875,,,0.484375,,,1.265625,,,25.140625,,,24.703125,,,24.359375,,,23.421875,,,24.65625,,,24.484375,,,24.84375,,,24.6875
llama3.2-1b,useEffect,neither,pair_15,,,0.90625,,,0.828125,,,3.234375,,,4.1875,,,-0.90625,,,-0.828125,,,3.234375,,,4.1875,,,24.84375,,,24.40625,,,21.453125,,,20.734375,,,23.9375,,,23.578125,,,24.6875,,,24.921875
llama3.2-1b,useEffect,neither,pair_16,,,-0.546875,,,-1.515625,,,2.015625,,,2.40625,,,0.546875,,,1.515625,,,2.015625,,,2.40625,,,24.453125,,,23.21875,,,22.21875,,,21.640625,,,25.0,,,24.734375,,,24.234375,,,24.046875
llama3.2-1b,useEffect,neither,pair_17,,,-0.015625,,,0.109375,,,2.5,,,2.9375,,,0.015625,,,-0.109375,,,2.5,,,2.9375,,,24.03125,,,23.90625,,,22.171875,,,21.78125,,,24.046875,,,23.796875,,,24.671875,,,24.71875
llama3.2-1b,useEffect,neither,pair_18,,,-0.25,,,0.5,,,-0.078125,,,0.34375,,,0.25,,,-0.5,,,-0.078125,,,0.34375,,,24.453125,,,24.546875,,,23.953125,,,23.421875,,,24.703125,,,24.046875,,,23.875,,,23.765625
llama3.2-1b,useEffect,neither,pair_19,,,0.53125,,,0.4375,,,2.5,,,2.234375,,,-0.53125,,,-0.4375,,,2.5,,,2.234375,,,23.75,,,23.21875,,,22.6875,,,22.515625,,,23.21875,,,22.78125,,,25.1875,,,24.75
llama3.2-1b,useEffect,neither,pair_20,,,-1.78125,,,-1.59375,,,-0.375,,,-0.34375,,,1.78125,,,1.59375,,,-0.375,,,-0.34375,,,22.734375,,,22.90625,,,23.890625,,,23.59375,,,24.515625,,,24.5,,,23.515625,,,23.25
llama3.2-1b,useEffect,neither,pair_21,,,-0.3125,,,-0.46875,,,3.21875,,,2.875,,,0.3125,,,0.46875,,,3.21875,,,2.875,,,23.5625,,,22.890625,,,20.984375,,,21.046875,,,23.875,,,23.359375,,,24.203125,,,23.921875
llama3.2-1b,useEffect,neither,pair_22,,,0.078125,,,-0.65625,,,0.109375,,,0.8125,,,-0.078125,,,0.65625,,,0.109375,,,0.8125,,,25.34375,,,24.5625,,,25.0625,,,24.234375,,,25.265625,,,25.21875,,,25.171875,,,25.046875
llama3.2-1b,useEffect,neither,pair_23,,,-0.828125,,,-0.953125,,,2.15625,,,2.46875,,,0.828125,,,0.953125,,,2.15625,,,2.46875,,,22.96875,,,22.578125,,,21.4375,,,21.109375,,,23.796875,,,23.53125,,,23.59375,,,23.578125
llama3.2-1b,useEffect,neither,pair_24,,,-0.1875,,,-0.578125,,,1.671875,,,2.078125,,,0.1875,,,0.578125,,,1.671875,,,2.078125,,,23.609375,,,23.140625,,,21.5,,,20.828125,,,23.796875,,,23.71875,,,23.171875,,,22.90625
llama3.2-1b,useEffect,neither,pair_25,,,-1.171875,,,-1.25,,,1.5625,,,2.3125,,,1.171875,,,1.25,,,1.5625,,,2.3125,,,22.5,,,22.0,,,22.828125,,,21.921875,,,23.671875,,,23.25,,,24.390625,,,24.234375
llama3.2-1b,useEffect,neither,pair_26,,,-1.734375,,,-1.25,,,-0.734375,,,-0.625,,,1.734375,,,1.25,,,-0.734375,,,-0.625,,,22.84375,,,23.0,,,24.0,,,23.796875,,,24.578125,,,24.25,,,23.265625,,,23.171875
llama3.2-1b,useEffect,neither,pair_27,,,0.859375,,,0.71875,,,1.96875,,,2.546875,,,-0.859375,,,-0.71875,,,1.96875,,,2.546875,,,24.203125,,,23.84375,,,22.8125,,,22.125,,,23.34375,,,23.125,,,24.78125,,,24.671875
llama3.2-1b,useEffect,neither,pair_28,,,0.09375,,,0.1875,,,0.53125,,,1.203125,,,-0.09375,,,-0.1875,,,0.53125,,,1.203125,,,24.984375,,,24.703125,,,24.28125,,,23.625,,,24.890625,,,24.515625,,,24.8125,,,24.828125
llama3.2-1b,useEffect,neither,pair_29,,,0.3125,,,-0.625,,,0.625,,,2.375,,,-0.3125,,,0.625,,,0.625,,,2.375,,,25.34375,,,24.5,,,24.4375,,,22.734375,,,25.03125,,,25.125,,,25.0625,,,25.109375
llama3.2-1b,useEffect,neither,pair_30,,,0.5625,,,0.6875,,,0.140625,,,0.734375,,,-0.5625,,,-0.6875,,,0.140625,,,0.734375,,,25.0,,,24.765625,,,24.1875,,,23.15625,,,24.4375,,,24.078125,,,24.328125,,,23.890625
llama3.2-1b,useEffect,neither,pair_31,,,-0.78125,,,-0.359375,,,1.25,,,1.203125,,,0.78125,,,0.359375,,,1.25,,,1.203125,,,23.3125,,,23.078125,,,22.0,,,21.8125,,,24.09375,,,23.4375,,,23.25,,,23.015625
llama3.2-1b,useEffect,neither,pair_32,,,0.953125,,,1.046875,,,3.15625,,,3.953125,,,-0.953125,,,-1.046875,,,3.15625,,,3.953125,,,24.875,,,24.5,,,21.5,,,20.890625,,,23.921875,,,23.453125,,,24.65625,,,24.84375
llama3.2-1b,useEffect,neither,pair_33,,,-0.90625,,,-0.625,,,0.4375,,,0.5625,,,0.90625,,,0.625,,,0.4375,,,0.5625,,,23.703125,,,23.828125,,,24.1875,,,24.140625,,,24.609375,,,24.453125,,,24.625,,,24.703125
llama3.2-1b,useEffect,neither,pair_34,,,1.40625,,,1.375,,,1.84375,,,2.1875,,,-1.40625,,,-1.375,,,1.84375,,,2.1875,,,24.34375,,,23.65625,,,22.328125,,,21.859375,,,22.9375,,,22.28125,,,24.171875,,,24.046875
llama3.2-1b,useEffect,neither,pair_35,,,-0.109375,,,-0.59375,,,2.1875,,,2.21875,,,0.109375,,,0.59375,,,2.1875,,,2.21875,,,22.890625,,,22.0,,,22.3125,,,22.171875,,,23.0,,,22.59375,,,24.5,,,24.390625
llama3.2-1b,useEffect,neither,pair_36,,,-0.953125,,,-1.8125,,,2.015625,,,2.0,,,0.953125,,,1.8125,,,2.015625,,,2.0,,,23.84375,,,22.84375,,,21.546875,,,21.25,,,24.796875,,,24.65625,,,23.5625,,,23.25
llama3.2-1b,useEffect,neither,pair_37,,,-1.203125,,,-1.25,,,0.140625,,,0.203125,,,1.203125,,,1.25,,,0.140625,,,0.203125,,,22.953125,,,22.890625,,,23.40625,,,23.03125,,,24.15625,,,24.140625,,,23.546875,,,23.234375
llama3.2-1b,useEffect,neither,pair_38,,,-1.34375,,,-0.890625,,,0.984375,,,1.359375,,,1.34375,,,0.890625,,,0.984375,,,1.359375,,,23.53125,,,23.5,,,23.625,,,23.125,,,24.875,,,24.390625,,,24.609375,,,24.484375
llama3.2-1b,useEffect,neither,pair_39,,,-1.0625,,,-1.65625,,,2.25,,,3.359375,,,1.0625,,,1.65625,,,2.25,,,3.359375,,,22.734375,,,22.328125,,,20.765625,,,19.484375,,,23.796875,,,23.984375,,,23.015625,,,22.84375
llama3.2-1b,useEffect,neither,pair_40,,,0.03125,,,-0.0625,,,1.9375,,,1.875,,,-0.03125,,,0.0625,,,1.9375,,,1.875,,,23.546875,,,23.203125,,,21.453125,,,21.265625,,,23.515625,,,23.265625,,,23.390625,,,23.140625
llama3.2-1b,useEffect,neither,pair_41,,,0.828125,,,0.78125,,,1.015625,,,1.90625,,,-0.828125,,,-0.78125,,,1.015625,,,1.90625,,,24.4375,,,24.28125,,,23.671875,,,22.625,,,23.609375,,,23.5,,,24.6875,,,24.53125
llama3.2-1b,useEffect,neither,pair_42,,,-0.265625,,,0.0,,,1.421875,,,1.53125,,,0.265625,,,-0.0,,,1.421875,,,1.53125,,,22.859375,,,22.65625,,,22.25,,,21.78125,,,23.125,,,22.65625,,,23.671875,,,23.3125
llama3.2-1b,useEffect,neither,pair_43,,,-0.234375,,,-0.296875,,,1.03125,,,1.453125,,,0.234375,,,0.296875,,,1.03125,,,1.453125,,,25.0,,,24.734375,,,24.1875,,,23.453125,,,25.234375,,,25.03125,,,25.21875,,,24.90625
llama3.2-1b,useEffect,neither,pair_44,,,-0.71875,,,-0.328125,,,0.15625,,,1.125,,,0.71875,,,0.328125,,,0.15625,,,1.125,,,24.34375,,,24.359375,,,23.59375,,,22.46875,,,25.0625,,,24.6875,,,23.75,,,23.59375
llama3.2-1b,useEffect,neither,pair_45,,,1.6875,,,0.828125,,,1.578125,,,2.703125,,,-1.6875,,,-0.828125,,,1.578125,,,2.703125,,,25.71875,,,24.984375,,,23.546875,,,22.390625,,,24.03125,,,24.15625,,,25.125,,,25.09375
llama3.2-1b,useEffect,target_only,pair_01,,,-1.28125,,,-1.859375,,,2.125,,,3.015625,,,1.28125,,,1.859375,,,2.125,,,3.015625,,,24.890625,,,24.203125,,,23.671875,,,23.265625,,,26.171875,,,26.0625,,,25.796875,,,26.28125
llama3.2-1b,useEffect,target_only,pair_02,,,-1.96875,,,-2.734375,,,4.046875,,,5.109375,,,1.96875,,,2.734375,,,4.046875,,,5.109375,,,24.40625,,,23.84375,,,21.9375,,,21.046875,,,26.375,,,26.578125,,,25.984375,,,26.15625
llama3.2-1b,useEffect,target_only,pair_03,,,-0.859375,,,-1.234375,,,4.71875,,,4.703125,,,0.859375,,,1.234375,,,4.71875,,,4.703125,,,23.921875,,,23.703125,,,22.140625,,,22.375,,,24.78125,,,24.9375,,,26.859375,,,27.078125
llama3.2-1b,useEffect,target_only,pair_04,,,-2.9375,,,-2.59375,,,2.953125,,,2.9375,,,2.9375,,,2.59375,,,2.953125,,,2.9375,,,22.40625,,,22.75,,,23.3125,,,23.390625,,,25.34375,,,25.34375,,,26.265625,,,26.328125
llama3.2-1b,useEffect,target_only,pair_05,,,-1.34375,,,-2.203125,,,2.390625,,,3.1875,,,1.34375,,,2.203125,,,2.390625,,,3.1875,,,24.40625,,,23.890625,,,24.203125,,,23.796875,,,25.75,,,26.09375,,,26.59375,,,26.984375
llama3.2-1b,useEffect,target_only,pair_06,,,-3.0625,,,-4.171875,,,2.953125,,,3.390625,,,3.0625,,,4.171875,,,2.953125,,,3.390625,,,23.09375,,,22.125,,,23.140625,,,22.9375,,,26.15625,,,26.296875,,,26.09375,,,26.328125
llama3.2-1b,useEffect,target_only,pair_07,,,-3.375,,,-4.140625,,,1.765625,,,2.234375,,,3.375,,,4.140625,,,1.765625,,,2.234375,,,23.09375,,,22.25,,,23.5,,,23.25,,,26.46875,,,26.390625,,,25.265625,,,25.484375
llama3.2-1b,useEffect,target_only,pair_08,,,-4.71875,,,-5.703125,,,1.34375,,,1.921875,,,4.71875,,,5.703125,,,1.34375,,,1.921875,,,22.0,,,21.25,,,23.8125,,,23.53125,,,26.71875,,,26.953125,,,25.15625,,,25.453125
llama3.2-1b,useEffect,target_only,pair_09,,,-3.546875,,,-3.8125,,,2.359375,,,3.5,,,3.546875,,,3.8125,,,2.359375,,,3.5,,,23.25,,,23.0,,,23.34375,,,22.203125,,,26.796875,,,26.8125,,,25.703125,,,25.703125
llama3.2-1b,useEffect,target_only,pair_10,,,-3.15625,,,-3.578125,,,2.265625,,,2.84375,,,3.15625,,,3.578125,,,2.265625,,,2.84375,,,23.21875,,,22.96875,,,22.75,,,22.3125,,,26.375,,,26.546875,,,25.015625,,,25.15625
llama3.2-1b,useEffect,target_only,pair_11,,,-2.34375,,,-2.828125,,,3.328125,,,4.1875,,,2.34375,,,2.828125,,,3.328125,,,4.1875,,,22.984375,,,22.46875,,,23.140625,,,22.453125,,,25.328125,,,25.296875,,,26.46875,,,26.640625
llama3.2-1b,useEffect,target_only,pair_12,,,-2.421875,,,-2.53125,,,2.96875,,,3.375,,,2.421875,,,2.53125,,,2.96875,,,3.375,,,22.34375,,,22.515625,,,22.46875,,,22.109375,,,24.765625,,,25.046875,,,25.4375,,,25.484375
llama3.2-1b,useEffect,target_only,pair_13,,,-3.453125,,,-3.375,,,2.140625,,,2.71875,,,3.453125,,,3.375,,,2.140625,,,2.71875,,,23.078125,,,23.34375,,,23.96875,,,23.875,,,26.53125,,,26.71875,,,26.109375,,,26.59375
llama3.2-1b,useEffect,target_only,pair_14,,,-1.515625,,,-2.078125,,,2.6875,,,3.359375,,,1.515625,,,2.078125,,,2.6875,,,3.359375,,,24.9375,,,24.4375,,,24.375,,,23.984375,,,26.453125,,,26.515625,,,27.0625,,,27.34375
llama3.2-1b,useEffect,target_only,pair_15,,,-0.96875,,,-1.53125,,,4.34375,,,4.984375,,,0.96875,,,1.53125,,,4.34375,,,4.984375,,,24.765625,,,24.265625,,,21.859375,,,21.453125,,,25.734375,,,25.796875,,,26.203125,,,26.4375
llama3.2-1b,useEffect,target_only,pair_16,,,-2.59375,,,-4.046875,,,3.375,,,4.421875,,,2.59375,,,4.046875,,,3.375,,,4.421875,,,24.015625,,,22.5625,,,22.578125,,,21.5625,,,26.609375,,,26.609375,,,25.953125,,,25.984375
llama3.2-1b,useEffect,target_only,pair_17,,,-2.75,,,-3.25,,,4.265625,,,4.796875,,,2.75,,,3.25,,,4.265625,,,4.796875,,,23.71875,,,23.5,,,21.9375,,,21.59375,,,26.46875,,,26.75,,,26.203125,,,26.390625
llama3.2-1b,useEffect,target_only,pair_18,,,-2.453125,,,-2.484375,,,2.265625,,,3.40625,,,2.453125,,,2.484375,,,2.265625,,,3.40625,,,23.625,,,23.421875,,,23.671875,,,22.828125,,,26.078125,,,25.90625,,,25.9375,,,26.234375
llama3.2-1b,useEffect,target_only,pair_19,,,-1.9375,,,-2.328125,,,3.953125,,,3.96875,,,1.9375,,,2.328125,,,3.953125,,,3.96875,,,23.125,,,22.65625,,,22.578125,,,22.59375,,,25.0625,,,24.984375,,,26.53125,,,26.5625
llama3.2-1b,useEffect,target_only,pair_20,,,-4.296875,,,-4.96875,,,1.484375,,,2.203125,,,4.296875,,,4.96875,,,1.484375,,,2.203125,,,21.96875,,,21.546875,,,23.828125,,,23.359375,,,26.265625,,,26.515625,,,25.3125,,,25.5625
llama3.2-1b,useEffect,target_only,pair_21,,,-2.953125,,,-3.578125,,,4.265625,,,4.5,,,2.953125,,,3.578125,,,4.265625,,,4.5,,,22.65625,,,21.96875,,,21.28125,,,21.109375,,,25.609375,,,25.546875,,,25.546875,,,25.609375
llama3.2-1b,useEffect,target_only,pair_22,,,-1.53125,,,-2.546875,,,1.8125,,,2.65625,,,1.53125,,,2.546875,,,1.8125,,,2.65625,,,25.1875,,,24.21875,,,25.25,,,24.734375,,,26.71875,,,26.765625,,,27.0625,,,27.390625
llama3.2-1b,useEffect,target_only,pair_23,,,-3.0625,,,-3.890625,,,3.765625,,,4.296875,,,3.0625,,,3.890625,,,3.765625,,,4.296875,,,22.6875,,,21.96875,,,21.796875,,,21.5625,,,25.75,,,25.859375,,,25.5625,,,25.859375
llama3.2-1b,useEffect,target_only,pair_24,,,-2.296875,,,-3.046875,,,4.03125,,,5.1875,,,2.296875,,,3.046875,,,4.03125,,,5.1875,,,24.0625,,,23.546875,,,20.984375,,,19.84375,,,26.359375,,,26.59375,,,25.015625,,,25.03125
llama3.2-1b,useEffect,target_only,pair_25,,,-2.765625,,,-2.984375,,,2.4375,,,3.265625,,,2.765625,,,2.984375,,,2.4375,,,3.265625,,,22.515625,,,22.25,,,23.609375,,,22.984375,,,25.28125,,,25.234375,,,26.046875,,,26.25
llama3.2-1b,useEffect,target_only,pair_26,,,-3.78125,,,-4.015625,,,1.640625,,,2.265625,,,3.78125,,,4.015625,,,1.640625,,,2.265625,,,22.546875,,,22.578125,,,23.734375,,,23.34375,,,26.328125,,,26.59375,,,25.375,,,25.609375
llama3.2-1b,useEffect,target_only,pair_27,,,-1.0,,,-1.265625,,,3.234375,,,3.9375,,,1.0,,,1.265625,,,3.234375,,,3.9375,,,24.171875,,,23.8125,,,23.125,,,22.6875,,,25.171875,,,25.078125,,,26.359375,,,26.625
llama3.2-1b,useEffect,target_only,pair_28,,,-1.109375,,,-1.71875,,,2.828125,,,3.796875,,,1.109375,,,1.71875,,,2.828125,,,3.796875,,,24.875,,,24.3125,,,24.234375,,,23.515625,,,25.984375,,,26.03125,,,27.0625,,,27.3125
llama3.2-1b,useEffect,target_only,pair_29,,,-1.1875,,,-2.234375,,,2.484375,,,4.546875,,,1.1875,,,2.234375,,,2.484375,,,4.546875,,,25.25,,,24.59375,,,24.4375,,,22.609375,,,26.4375,,,26.828125,,,26.921875,,,27.15625
llama3.2-1b,useEffect,target_only,pair_30,,,-2.15625,,,-2.34375,,,2.265625,,,2.9375,,,2.15625,,,2.34375,,,2.265625,,,2.9375,,,24.296875,,,24.0,,,23.875,,,23.375,,,26.453125,,,26.34375,,,26.140625,,,26.3125
llama3.2-1b,useEffect,target_only,pair_31,,,-3.734375,,,-4.40625,,,3.28125,,,4.015625,,,3.734375,,,4.40625,,,3.28125,,,4.015625,,,22.609375,,,22.0,,,21.875,,,21.453125,,,26.34375,,,26.40625,,,25.15625,,,25.46875
llama3.2-1b,useEffect,target_only,pair_32,,,-1.078125,,,-1.453125,,,4.265625,,,4.984375,,,1.078125,,,1.453125,,,4.265625,,,4.984375,,,24.8125,,,24.390625,,,21.8125,,,21.4375,,,25.890625,,,25.84375,,,26.078125,,,26.421875
llama3.2-1b,useEffect,target_only,pair_33,,,-3.359375,,,-3.515625,,,2.25,,,2.78125,,,3.359375,,,3.515625,,,2.25,,,2.78125,,,22.9375,,,23.03125,,,23.984375,,,23.8125,,,26.296875,,,26.546875,,,26.234375,,,26.59375
llama3.2-1b,useEffect,target_only,pair_34,,,-1.0,,,-1.6875,,,3.578125,,,3.75,,,1.0,,,1.6875,,,3.578125,,,3.75,,,23.453125,,,22.859375,,,22.265625,,,22.078125,,,24.453125,,,24.546875,,,25.84375,,,25.828125
llama3.2-1b,useEffect,target_only,pair_35,,,-1.96875,,,-2.84375,,,4.03125,,,4.328125,,,1.96875,,,2.84375,,,4.03125,,,4.328125,,,22.78125,,,21.859375,,,22.046875,,,21.984375,,,24.75,,,24.703125,,,26.078125,,,26.3125
llama3.2-1b,useEffect,target_only,pair_36,,,-3.59375,,,-4.703125,,,3.421875,,,4.265625,,,3.59375,,,4.703125,,,3.421875,,,4.265625,,,23.09375,,,22.203125,,,21.859375,,,21.09375,,,26.6875,,,26.90625,,,25.28125,,,25.359375
llama3.2-1b,useEffect,target_only,pair_37,,,-4.015625,,,-4.46875,,,1.828125,,,2.46875,,,4.015625,,,4.46875,,,1.828125,,,2.46875,,,22.15625,,,21.9375,,,23.484375,,,23.0,,,26.171875,,,26.40625,,,25.3125,,,25.46875
llama3.2-1b,useEffect,target_only,pair_38,,,-3.390625,,,-2.96875,,,2.546875,,,3.0,,,3.390625,,,2.96875,,,2.546875,,,3.0,,,23.34375,,,23.40625,,,23.71875,,,23.5625,,,26.734375,,,26.375,,,26.265625,,,26.5625
llama3.2-1b,useEffect,target_only,pair_39,,,-2.484375,,,-3.203125,,,3.671875,,,5.046875,,,2.484375,,,3.203125,,,3.671875,,,5.046875,,,23.5625,,,22.9375,,,21.390625,,,20.03125,,,26.046875,,,26.140625,,,25.0625,,,25.078125
llama3.2-1b,useEffect,target_only,pair_40,,,-2.578125,,,-3.296875,,,4.296875,,,4.6875,,,2.578125,,,3.296875,,,4.296875,,,4.6875,,,23.3125,,,22.875,,,21.0625,,,20.75,,,25.890625,,,26.171875,,,25.359375,,,25.4375
llama3.2-1b,useEffect,target_only,pair_41,,,-0.609375,,,-1.296875,,,2.890625,,,3.78125,,,0.609375,,,1.296875,,,2.890625,,,3.78125,,,24.125,,,23.75,,,24.03125,,,23.359375,,,24.734375,,,25.046875,,,26.921875,,,27.140625
llama3.2-1b,useEffect,target_only,pair_42,,,-2.3125,,,-2.59375,,,3.203125,,,3.625,,,2.3125,,,2.59375,,,3.203125,,,3.625,,,22.53125,,,22.234375,,,22.390625,,,22.109375,,,24.84375,,,24.828125,,,25.59375,,,25.734375
llama3.2-1b,useEffect,target_only,pair_43,,,-2.140625,,,-2.34375,,,2.203125,,,2.53125,,,2.140625,,,2.34375,,,2.203125,,,2.53125,,,24.609375,,,24.390625,,,24.390625,,,24.234375,,,26.75,,,26.734375,,,26.59375,,,26.765625
llama3.2-1b,useEffect,target_only,pair_44,,,-2.78125,,,-3.015625,,,2.984375,,,4.796875,,,2.78125,,,3.015625,,,2.984375,,,4.796875,,,23.796875,,,23.734375,,,22.921875,,,21.359375,,,26.578125,,,26.75,,,25.90625,,,26.15625
llama3.2-1b,useEffect,target_only,pair_45,,,-0.265625,,,-1.40625,,,3.578125,,,5.09375,,,0.265625,,,1.40625,,,3.578125,,,5.09375,,,25.671875,,,25.078125,,,23.34375,,,22.03125,,,25.9375,,,26.484375,,,26.921875,,,27.125
